ovrspdPrvnManageNo,ctprvnNm,signguNm,roadNm,rdnmadr,lnmadr,itlpc,ovrspdPrvnMatrl,ovrspdPrvnType,hg,bt,et,roadType,stndrdYn,latitude,longitude,mdstrpYn,ctnuYn,installationYear,institutionNm,phoneNumber,referenceDate,insttCode
127,부산광역시,영도구,중복길,부산광역시 영도구 중복길 276,부산광역시 영도구 신선동2가 180-2,영광아파트 앞(중복길 276),01,01,10,5.6,3.6,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
128,부산광역시,영도구,중복길,부산광역시 영도구 중복길 288,부산광역시 영도구 신선동2가 181-22,영광아파트 앞(중복길 288),01,01,8,5.8,4.2,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
129,부산광역시,영도구,중복길,부산광역시 영도구 중복길 91,부산광역시 영도구 신선동3가 100-55,신선초등학교 입구(중복길 91),01,01,8,3.8,3.8,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
82000311,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 55,서울특별시 강동구 성내동 444,"서울특별시 강동구 양재대로85길 55 (성내동, 백룡도원아파트)",1,1,10,360,550,2,Y,37.5244558,127.1315513,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000312,서울특별시,강동구,양재대로91나길,서울특별시 강동구 양재대로91나길 93,서울특별시 강동구 성내동 444-12,"서울특별시 강동구 양재대로91나길 93 (성내동, 우성빌라)",1,1,10,360,420,2,Y,37.5246434,127.1308386,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000313,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 55,서울특별시 강동구 성내동 444,"서울특별시 강동구 양재대로85길 55 (성내동, 백룡도원아파트)",1,1,10,360,300,2,Y,37.5244558,127.1315513,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000314,서울특별시,강동구,강동대로53길,서울특별시 강동구 강동대로53길 49,서울특별시 강동구 성내동 437-26,서울특별시 강동구 강동대로53길 49,1,1,10,360,600,1,Y,37.5250133,127.132003,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000315,서울특별시,강동구,강동대로53길,서울특별시 강동구 강동대로53길 44,서울특별시 강동구 성내동 443-17,서울특별시 강동구 강동대로53길 44 (성내동),1,1,10,380,580,2,Y,37.5246849,127.1323247,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000316,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 37,서울특별시 강동구 성내동 443-27,"서울특별시 강동구 양재대로85길 37 (성내동, 연희연립)",1,1,10,360,440,2,Y,37.5244352,127.1325471,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000317,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 36,서울특별시 강동구 성내동 438-25,서울특별시 강동구 양재대로85길 36 (성내동),1,1,10,360,270,2,Y,37.524799,127.132759,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000318,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 24,서울특별시 강동구 성내동 438-26,서울특별시 강동구 양재대로85길 24 (성내동),1,1,10,520,480,2,Y,37.5246595,127.1333941,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000319,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 20,서울특별시 강동구 성내동 439-4,서울특별시 강동구 양재대로85길 20 (성내동),1,1,10,480,280,2,Y,37.5245971,127.1336121,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
90,부산광역시,영도구,상리로,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼동1123,삼영이엔지 앞,99,01,0,10,3.7,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
91,부산광역시,영도구,본산로,부산광역시 영도구 본산로 18 앞,부산광역시 영도구 동삼동 787-2,동삼주차장 앞,01,01,10,6.8,3.8,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
92,부산광역시,영도구,본산로,부산광역시 영도구 본산로 18 앞,부산광역시 영도구 동삼동 787-2,본산로 18 앞,01,01,10,4.5,4,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
93,부산광역시,영도구,본산로,부산광역시 영도구 본산로 21 앞,부산광역시 영도구 동삼동 805-3,본산로 21 앞,01,01,8,5,3.6,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
94,부산광역시,영도구,번영길,부산광역시 영도구 번영로 121(일방통행),부산광역시 영도구 봉래동3가 76-1,번영로 121(일방통행),01,01,10,4,3.5,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
95,부산광역시,영도구,번영길,부산광역시 영도구 번영로 121(일방통행),부산광역시 영도구 봉래동3가 76-1,성원슈퍼 앞(일방통행),01,01,10,3.7,3.5,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
96,부산광역시,영도구,번영길,부산광역시 영도구 번영로 121(일방통행),부산광역시 영도구 봉래동3가 76-1,비락(영도대리점)(일방통행),01,01,8,3.8,3.7,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
97,부산광역시,영도구,번영길,부산광역시 영도구 번영 1길(일방통행),부산광역시 영도구 봉래동3가 76-1,번영 1길(일방통행),01,01,8,3.4,3.6,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
98,부산광역시,영도구,번영길,부산광역시 영도구 번영1길 14(일방통행),부산광역시 영도구 봉래동3가 78-1,번영1길 14(일방통행),01,01,8,3,3.6,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
99,부산광역시,영도구,번영길,부산광역시 영도구 번영1길 34(일방통행),부산광역시 영도구 봉래동3가 81-1,번영1길 34(일방통행),01,01,8,3.2,3.7,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
100,부산광역시,영도구,태종로,부산광역시 영도구 태종로 159-15,부산광역시 영도구 봉래동3가 196,부산양행 앞,01,01,10,7.8,4.3,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
101,부산광역시,영도구,영봉길,부산광역시 영도구 영봉길 182,부산광역시 영도구 봉래동3가 62-1,봉래아파트 앞(일방통행),01,01,10,3.3,3.6,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
102,부산광역시,영도구,영봉길,부산광역시 영도구 영봉길 90,부산광역시 영도구 신선동1가 114-,제일영도교회,01,01,10,8.4,4,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
103,부산광역시,영도구,영봉길,부산광역시 영도구 영봉길 90,부산광역시 영도구 신선동1가 114-,제일영도교회 옆(일방통행),01,01,10,3.2,3.6,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
104,부산광역시,영도구,아리랑길,부산광역시 영도구 아리랑길 24 앞(일방통행),부산광역시 영도구 봉래동4가 162,아리랑길 24 앞(일방통행),01,01,8,5.4,3.9,01,Y,35.0926758,129.0570719,N,N,2008,부산광역시 영도구청,051-419-4554,2020-07-28,3280000
,서울특별시,서대문구,신촌로7길,,서울특별시 서대문구 창천동 117-10,신촌몬테소리유치원 어린이보호구역,1,1,7.5,200,300,2,N,37.557589068,126.931502697,N,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000
82000288,서울특별시,강동구,풍성로54길,서울특별시 강동구 풍성로54길 16,서울특별시 강동구 성내동 419-39,서울특별시 강동구 풍성로54길 16,1,1,10,370,670,1,Y,37.5288441,127.1335381,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000289,서울특별시,강동구,풍성로52길,서울특별시 강동구 풍성로52길 1,서울특별시 강동구 성내동 419,서울특별시 강동구 풍성로52길 1 (성내동),1,1,10,370,510,2,Y,37.5297215,127.1326465,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000290,서울특별시,강동구,풍성로54길,서울특별시 강동구 풍성로54길 27,서울특별시 강동구 성내동 427,서울특별시 강동구 풍성로54길 27 (성내동),1,1,10,360,590,2,Y,37.5282298,127.1335655,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000291,서울특별시,강동구,풍성로54길,서울특별시 강동구 풍성로54길 55,서울특별시 강동구 성내동 427-39,서울특별시 강동구 풍성로54길 55 (성내동),1,1,10,360,500,2,Y,37.5270016,127.1331872,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000292,서울특별시,강동구,강동대로53길,서울특별시 강동구 강동대로53길 94,서울특별시 강동구 성내동 430-10,서울특별시 강동구 강동대로53길 94 (성내동),1,1,10,360,520,2,Y,37.5268059,127.1330423,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000293,서울특별시,강동구,양재대로91가길,서울특별시 강동구 양재대로91가길 44,서울특별시 강동구 성내동 430-53,서울특별시 강동구 양재대로91가길 44 (성내동),1,1,10,360,300,2,Y,37.5263528,127.1333112,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000294,서울특별시,강동구,양재대로89길,서울특별시 강동구 양재대로89길 24,서울특별시 강동구 성내동 427-19,서울특별시 강동구 양재대로89길 24 (성내동),1,1,10,430,680,1,Y,37.5267968,127.1341387,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000295,서울특별시,강동구,풍성로56길,서울특별시 강동구 풍성로56길 40,서울특별시 강동구 성내동 427-66,서울특별시 강동구 풍성로56길 40 (성내동),1,1,10,360,460,2,Y,37.5274568,127.1344479,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000296,서울특별시,강동구,강동대로55길,서울특별시 강동구 강동대로55길 87,서울특별시 강동구 성내동 430-2,서울특별시 강동구 강동대로55길 87 (성내동),1,1,10,360,320,2,Y,37.5262232,127.1337007,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000297,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 18,서울특별시 강동구 성내동 429-6,"서울특별시 강동구 양재대로87길 18 (성내동, 메이저)",1,1,10,360,320,2,Y,37.5258247,127.1341511,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000298,서울특별시,강동구,강동대로55길,서울특별시 강동구 강동대로55길 77,서울특별시 강동구 성내동 430-31,서울특별시 강동구 강동대로55길 77,1,1,10,360,460,2,Y,37.5257221,127.133797,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000299,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 11,서울특별시 강동구 성내동 439-11,서울특별시 강동구 양재대로87길 11 (성내동),1,1,10,360,460,2,Y,37.5254383,127.1342981,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000300,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 5,서울특별시 강동구 성내동 439-12,서울특별시 강동구 양재대로87길 5 (성내동),1,1,10,320,370,2,Y,37.5252853,127.1345703,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000301,서울특별시,강동구,양재대로91가길,서울특별시 강동구 양재대로91가길 49,서울특별시 강동구 성내동 430-36,서울특별시 강동구 양재대로91가길 49 (성내동),1,1,10,380,320,2,Y,37.52595532,127.1334376,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000302,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 35,서울특별시 강동구 성내동 438-7,서울특별시 강동구 양재대로87길 35 (성내동),1,1,10,360,300,2,Y,37.5256953,127.1330948,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000303,서울특별시,강동구,강동대로53길,서울특별시 강동구 강동대로53길 68,서울특별시 강동구 성내동 438,"서울특별시 강동구 강동대로53길 68 (성내동, 한솔애리즈아파트)",1,1,10,380,610,1,Y,37.5257287,127.1327403,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000304,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 75,서울특별시 강동구 성내동 436,서울특별시 강동구 양재대로87길 75 (성내동),1,1,10,360,460,2,Y,37.5262587,127.1309274,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000305,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 76,서울특별시 강동구 성내동 433-9,서울특별시 강동구 양재대로87길 76 (성내동),1,1,10,360,330,2,Y,37.5264205,127.1309968,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000306,서울특별시,강동구,강동대로51길,서울특별시 강동구 강동대로51길 80,서울특별시 강동구 성내동 433-21,서울특별시 강동구 강동대로51길 80 (성내동),1,1,10,380,500,2,Y,37.5269125,127.1312388,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000307,서울특별시,강동구,양재대로87길,서울특별시 강동구 양재대로87길 86,서울특별시 강동구 성내동 434-39,서울특별시 강동구 양재대로87길 86 (성내동),1,1,10,360,450,2,Y,37.5265981,127.1305173,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000308,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 84,서울특별시 강동구 성내동 435-16,서울특별시 강동구 양재대로85길 84 (성내동),1,1,10,360,350,2,Y,37.5254483,127.130258,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000309,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 77,서울특별시 강동구 성내동 446,서울특별시 강동구 양재대로85길 77 (성내동),1,1,10,380,500,2,Y,37.5251962,127.1304068,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000310,서울특별시,강동구,양재대로85길,서울특별시 강동구 양재대로85길 65,서울특별시 강동구 성내동 444-5,서울특별시 강동구 양재대로85길 65 (성내동),1,1,10,310,640,1,Y,37.5249926,127.1310292,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
209,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 8,서울특별시 은평구 구산동 5-1,해당없음,1,1,0.1,3.6,7,1,Y,37.61181398,126.9148904,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000
82000265,서울특별시,강동구,천호대로176길,서울특별시 강동구 천호대로176길 46,서울특별시 강동구 성내동 386-35,서울특별시 강동구 천호대로176길 46,1,1,10,380,470,2,Y,37.5324368,127.1355388,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000266,서울특별시,강동구,양재대로95길,서울특별시 강동구 양재대로95길 17,서울특별시 강동구 성내동 413-1,서울특별시 강동구 양재대로95길 17,1,1,10,420,470,2,Y,37.5301114,127.1358021,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000267,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 19,서울특별시 강동구 성내동 409-17,서울특별시 강동구 풍성로51길 19,1,1,10,360,300,2,Y,37.5308821,127.1329013,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000268,서울특별시,강동구,풍성로51길,서울특별시 강동구 양재대로95길 67,서울특별시 강동구 성내동 410,서울특별시 강동구 양재대로95길 67,1,1,10,380,470,2,Y,37.530865,127.1331492,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000269,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 20,서울특별시 강동구 성내동 410-32,서울특별시 강동구 풍성로51길 20,1,1,10,380,440,2,Y,37.5307485,127.1331155,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000270,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 30,서울특별시 강동구 성내동 405-6,서울특별시 강동구 풍성로51길 30,1,1,10,360,430,2,Y,37.5310503,127.1332229,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000271,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 44,서울특별시 강동구 성내동 405,서울특별시 강동구 풍성로51길 44,1,1,10,360,290,2,Y,37.5317282,127.1336427,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000272,서울특별시,강동구,양재대로97길,서울특별시 강동구 양재대로97길 33,서울특별시 강동구 성내동 404,서울특별시 강동구 양재대로97길 33,1,1,10,360,300,2,Y,37.5313305,127.1353139,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000273,서울특별시,강동구,양재대로97길,서울특별시 강동구 양재대로97길 30,서울특별시 강동구 성내동 388-21,서울특별시 강동구 양재대로97길 30,1,1,10,440,310,2,Y,37.5314353,127.1355922,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000274,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 39,서울특별시 강동구 성내동 405-48,서울특별시 강동구 풍성로53길 39,1,1,10,360,450,2,Y,37.5311533,127.134739,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000275,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 27,서울특별시 강동구 성내동 405-45,서울특별시 강동구 풍성로53길 27,1,1,10,360,330,2,Y,37.5307376,127.134333,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000276,서울특별시,강동구,풍성로55길,서울특별시 강동구 풍성로55길 16,서울특별시 강동구 성내동 413-4,서울특별시 강동구 풍성로55길 16,1,1,10,400,480,2,Y,37.5298627,127.1355673,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000277,서울특별시,강동구,풍성로55길,서울특별시 강동구 풍성로55길 3,서울특별시 강동구 성내동 412-4,서울특별시 강동구 풍성로55길 3,1,1,10,380,410,2,Y,37.5294582,127.1351998,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000278,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 14,서울특별시 강동구 성내동 411-2,서울특별시 강동구 풍성로53길 14 (성내동),1,1,10,360,250,2,Y,37.5301443,127.1342686,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000279,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 13,서울특별시 강동구 성내동 410-7,서울특별시 강동구 풍성로53길 13 (성내동),1,1,10,360,300,2,Y,37.5301904,127.1340429,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000280,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 11,서울특별시 강동구 성내동 410-22,서울특별시 강동구 풍성로53길 11 (성내동),1,1,10,360,310,2,Y,37.5300368,127.1339848,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000281,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로 203,서울특별시 강동구 성내동 412,"서울특별시 강동구 풍성로 203 (성내동, 둔촌역아치스톤)",1,1,10,360,360,2,Y,37.5297424,127.1346365,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000282,서울특별시,강동구,풍성로57길,서울특별시 강동구 풍성로57길 16-1,서울특별시 강동구 성내동 415-2,"서울특별시 강동구 풍성로57길 16-1 (성내동, 트윈빌 A)",1,1,10,360,520,2,Y,37.5297692,127.1364464,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000283,서울특별시,강동구,양재대로91길,서울특별시 강동구 양재대로91길 78,서울특별시 강동구 성내동 420-6,서울특별시 강동구 양재대로91길 78 (성내동),1,1,10,360,660,1,Y,37.5288953,127.1319196,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000284,서울특별시,강동구,양재대로91길,서울특별시 강동구 양재대로91길 77,서울특별시 강동구 성내동 423-6,서울특별시 강동구 양재대로91길 77 (성내동),1,1,10,360,620,1,Y,37.5287054,127.1318335,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000285,서울특별시,강동구,양재대로91길,서울특별시 강동구 양재대로91길 71,서울특별시 강동구 성내동 423-14,서울특별시 강동구 양재대로91길 71 (성내동),1,1,10,360,430,2,Y,37.528627,127.132072,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000286,서울특별시,강동구,양재대로91길,서울특별시 강동구 양재대로91길 65,서울특별시 강동구 성내동 423-30,서울특별시 강동구 양재대로91길 65 (성내동),1,1,10,360,420,2,Y,37.5285517,127.1323682,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000287,서울특별시,강동구,성내로17길,서울특별시 강동구 성내로17길 60-1,서울특별시 강동구 성내동 420-35,서울특별시 강동구 성내로17길 60-1,1,1,10,360,450,2,Y,37.5293365,127.130903,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
75,전라남도,함평군,석지길,,전라남도 함평군 나산면 이문리 378-2,석지마을 진입로,2,1,10,360,400,1,Y,,126.626919,N,N,,전라남도 함평군청,061-320-1964,2020-09-10,4960000
82000241,서울특별시,강동구,올림픽로62길,서울특별시 강동구 올림픽로62길 5-25,서울특별시 강동구 성내동 77-29,서울특별시 강동구 올림픽로62길 5-25,1,1,10,360,340,2,Y,37.5374481,127.1236293,N,N,2010,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000242,서울특별시,강동구,천호대로168길,서울특별시 강동구 천호대로168길 67,서울특별시 강동구 성내동 500-8,서울특별시 강동구 천호대로168길 67,1,1,10,360,670,1,Y,37.5328212,127.1314362,N,N,2010,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000243,서울특별시,강동구,천호옛14길,서울특별시 강동구 천호옛14길 28,서울특별시 강동구 성내동 30-12,서울특별시 강동구 천호옛14길 28,1,1,10,360,670,1,Y,37.5358895,127.1269436,N,N,2015,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000244,서울특별시,강동구,천호옛14길,서울특별시 강동구 천호옛14길 40,서울특별시 강동구 성내동 29-8,서울특별시 강동구 천호옛14길 40,1,1,10,360,700,1,Y,37.5357436,127.1275552,N,N,2015,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000245,서울특별시,강동구,올림픽로58길,서울특별시 강동구 올림픽로58길 18,서울특별시 강동구 성내동 117-2,서울특별시 강동구 올림픽로58길 18,1,1,10,360,360,2,Y,37.534089,127.1230226,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000246,서울특별시,강동구,올림픽로62길,서울특별시 강동구 올림픽로62길 16,서울특별시 강동구 성내동 82-48,서울특별시 강동구 올림픽로62길 16,1,1,10,420,460,2,Y,37.5362391,127.1236514,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000247,서울특별시,강동구,천호대로162길,서울특별시 강동구 천호대로162길 42,서울특별시 강동구 성내동 26-2,서울특별시 강동구 천호대로162길 42,1,1,10,360,420,2,Y,37.5349552,127.1279242,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000248,서울특별시,강동구,풍성로37길,서울특별시 강동구 풍성로37길 31,서울특별시 강동구 성내동 285-19,서울특별시 강동구 풍성로37길 31,1,1,10,360,600,1,Y,37.5331895,127.1261457,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000249,서울특별시,강동구,풍성로37길,서울특별시 강동구 풍성로37길 35,서울특별시 강동구 성내동 285-17,서울특별시 강동구 풍성로37길 35,1,1,10,360,570,2,Y,37.5334134,127.1262088,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000250,서울특별시,강동구,천호대로168길,서울특별시 강동구 천호대로168길 24,서울특별시 강동구 성내동 175-30,서울특별시 강동구 천호대로168길 24,1,1,10,330,630,1,Y,37.5345756,127.131925,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000251,서울특별시,강동구,천호대로168길,서울특별시 강동구 천호대로168길 18,서울특별시 강동구 성내동 178-8,서울특별시 강동구 천호대로168길 18,1,1,10,360,300,2,Y,37.5349153,127.1320523,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000252,서울특별시,강동구,천호대로168길,서울특별시 강동구 천호대로168길 30,서울특별시 강동구 성내동 174-89,서울특별시 강동구 천호대로168길 30,1,1,10,360,360,2,Y,37.5343578,127.1318393,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000253,서울특별시,강동구,올림픽로62길,서울특별시 강동구 올림픽로62길 5,서울특별시 강동구 성내동 80-14,서울특별시 강동구 올림픽로62길 5,1,1,10,360,350,2,Y,37.5364293,127.1231762,N,N,2012,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000254,서울특별시,강동구,천호옛14길,서울특별시 강동구 천호옛12길 27,서울특별시 강동구 성내동 30-2,서울특별시 강동구 천호옛12길 27 놀이터앞,1,1,10,360,550,2,Y,37.53515247,127.1271452,N,N,2013,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000255,서울특별시,강동구,천호대로168길,서울특별시 강동구 천호대로168길 25,서울특별시 강동구 성내동 196-8,서울특별시 강동구 천호대로168길 25,1,1,10,360,610,1,Y,37.53468848,127.1328468,N,N,2014,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000256,서울특별시,강동구,양재대로103길,서울특별시 강동구 양재대로103길 68,서울특별시 강동구 성내동 199-24,서울특별시 강동구 양재대로103길 68,1,1,10,410,510,2,Y,37.5338956,127.1343022,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000257,서울특별시,강동구,성안로13길,서울특별시 강동구 성안로13길 65,서울특별시 강동구 성내동 256-1,서울특별시 강동구 성안로13길 65,1,1,10,360,610,1,Y,37.5320481,127.1287421,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000258,서울특별시,강동구,양재대로103길,서울특별시 강동구 양재대로103길 52,서울특별시 강동구 성내동 245-12,서울특별시 강동구 양재대로103길 52,1,1,10,390,600,1,Y,37.5336293,127.135095,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000259,서울특별시,강동구,천호대로176길,서울특별시 강동구 천호대로 1120,서울특별시 강동구 성내동 244-12,서울특별시 강동구 천호대로 1120,1,1,10,340,480,2,Y,37.534426,127.1356131,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000260,서울특별시,강동구,양재대로103길,서울특별시 강동구 양재대로103길 14,서울특별시 강동구 성내동 379-43,서울특별시 강동구 양재대로103길 14,1,1,10,570,860,1,Y,37.5330464,127.1370841,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
82000261,서울특별시,강동구,양재대로101길,서울특별시 강동구 양재대로101길 74,서울특별시 강동구 성내동 382-4,서울특별시 강동구 양재대로101길 74,1,1,10,360,300,2,Y,37.5330935,127.1336677,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000
